,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
3514,Heart attack,11,27,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140
3515,Varicose veins,14,65,66,67,68,69,118,140,140,140,140,140,140,140,140,140,140
3516,Hypothyroidism,14,15,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140
3517,Hyperthyroidism,14,18,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140
3518,Hypoglycemia,11,14,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140
3519,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
3520,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
3521,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140
3522,Acne,1,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140
3523,Urinary tract infection,12,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140
3524,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
3525,Impetigo,1,25,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140
3526,Fungal infection,0,1,2,102,140,140,140,140,140,140,140,140,140,140,140,140,140
3527,Allergy,3,4,5,103,140,140,140,140,140,140,140,140,140,140,140,140,140
3528,GERD,7,8,9,11,24,56,140,140,140,140,140,140,140,140,140,140,140
3529,Chronic cholestasis,0,11,32,34,35,39,43,140,140,140,140,140,140,140,140,140,140
3530,Drug Reaction,0,1,7,12,13,140,140,140,140,140,140,140,140,140,140,140,140
3531,Peptic ulcer diseae,11,30,35,39,92,93,140,140,140,140,140,140,140,140,140,140,140
3532,AIDS,10,22,25,75,140,140,140,140,140,140,140,140,140,140,140,140,140
3533,Diabetes ,14,19,20,21,23,49,67,74,104,105,140,140,140,140,140,140,140
3534,Gastroenteritis,11,26,29,40,140,140,140,140,140,140,140,140,140,140,140,140,140
3535,Bronchial Asthma,14,24,25,27,106,107,140,140,140,140,140,140,140,140,140,140,140
3536,Hypertension ,31,56,64,85,109,140,140,140,140,140,140,140,140,140,140,140,140
3537,Migraine,8,30,31,49,74,81,95,96,110,140,140,140,140,140,140,140,140
3538,Cervical spondylosis,37,57,63,64,85,140,140,140,140,140,140,140,140,140,140,140,140
3539,Paralysis (brain hemorrhage),11,31,87,98,140,140,140,140,140,140,140,140,140,140,140,140,140
3540,Jaundice,0,11,14,19,25,32,33,39,140,140,140,140,140,140,140,140,140
3541,Malaria,5,11,25,28,31,34,40,97,140,140,140,140,140,140,140,140,140
3542,Chicken pox,0,1,14,21,25,31,35,41,47,48,99,140,140,140,140,140,140
3543,Dengue,1,5,6,11,14,25,31,34,35,36,37,48,97,99,140,140,140
3544,Typhoid,5,11,14,25,31,34,38,39,40,94,100,140,140,140,140,140,140
3545,hepatitis A,6,11,32,33,34,35,39,40,41,43,97,140,140,140,140,140,140
3546,Hepatitis B,0,14,21,32,33,35,39,42,43,48,111,112,140,140,140,140,140
3547,Hepatitis C,14,32,34,35,43,106,140,140,140,140,140,140,140,140,140,140,140
3548,Hepatitis D,6,11,14,32,33,34,35,39,43,140,140,140,140,140,140,140,140
3549,Hepatitis E,6,11,14,25,32,33,34,35,39,43,44,113,114,140,140,140,140
3550,Alcoholic hepatitis,11,32,39,46,115,116,45,140,140,140,140,140,140,140,140,140,140
3551,Tuberculosis,5,11,14,19,24,25,27,28,35,41,43,47,48,50,56,117,140
3552,Common Cold,3,5,14,24,25,31,47,48,50,51,52,53,54,55,56,88,97
3553,Pneumonia,5,14,24,25,27,28,48,50,56,58,108,140,140,140,140,140,140
3554,Dimorphic hemmorhoids(piles),38,59,60,61,62,140,140,140,140,140,140,140,140,140,140,140,140
3555,Heart attack,11,27,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140
3556,Varicose veins,14,65,66,67,68,69,118,140,140,140,140,140,140,140,140,140,140
3557,Hypothyroidism,14,15,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140
3558,Hyperthyroidism,14,18,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140
3559,Hypoglycemia,11,14,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140
3560,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
3561,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
3562,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140
3563,Acne,1,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140
3564,Urinary tract infection,12,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140
3565,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
3566,Impetigo,1,25,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140
3567,Fungal infection,0,1,2,102,140,140,140,140,140,140,140,140,140,140,140,140,140
3568,Allergy,3,4,5,103,140,140,140,140,140,140,140,140,140,140,140,140,140
3569,GERD,7,8,9,11,24,56,140,140,140,140,140,140,140,140,140,140,140
3570,Chronic cholestasis,0,11,32,34,35,39,43,140,140,140,140,140,140,140,140,140,140
3571,Drug Reaction,0,1,7,12,13,140,140,140,140,140,140,140,140,140,140,140,140
3572,Peptic ulcer diseae,11,30,35,39,92,93,140,140,140,140,140,140,140,140,140,140,140
3573,AIDS,10,22,25,75,140,140,140,140,140,140,140,140,140,140,140,140,140
3574,Diabetes ,14,19,20,21,23,49,67,74,104,105,140,140,140,140,140,140,140
3575,Gastroenteritis,11,26,29,40,140,140,140,140,140,140,140,140,140,140,140,140,140
3576,Bronchial Asthma,14,24,25,27,106,107,140,140,140,140,140,140,140,140,140,140,140
3577,Hypertension ,31,56,64,85,109,140,140,140,140,140,140,140,140,140,140,140,140
3578,Migraine,8,30,31,49,74,81,95,96,110,140,140,140,140,140,140,140,140
3579,Cervical spondylosis,37,57,63,64,85,140,140,140,140,140,140,140,140,140,140,140,140
3580,Paralysis (brain hemorrhage),11,31,87,98,140,140,140,140,140,140,140,140,140,140,140,140,140
3581,Jaundice,0,11,14,19,25,32,33,39,140,140,140,140,140,140,140,140,140
3582,Malaria,5,11,25,28,31,34,40,97,140,140,140,140,140,140,140,140,140
3583,Chicken pox,0,1,14,21,25,31,35,41,47,48,99,140,140,140,140,140,140
3584,Dengue,1,5,6,11,14,25,31,34,35,36,37,48,97,99,140,140,140
3585,Typhoid,5,11,14,25,31,34,38,39,40,94,100,140,140,140,140,140,140
3586,hepatitis A,6,11,32,33,34,35,39,40,41,43,97,140,140,140,140,140,140
3587,Hepatitis B,0,14,21,32,33,35,39,42,43,48,111,112,140,140,140,140,140
3588,Hepatitis C,14,32,34,35,43,106,140,140,140,140,140,140,140,140,140,140,140
3589,Hepatitis D,6,11,14,32,33,34,35,39,43,140,140,140,140,140,140,140,140
3590,Hepatitis E,6,11,14,25,32,33,34,35,39,43,44,113,114,140,140,140,140
3591,Alcoholic hepatitis,11,32,39,46,115,116,45,140,140,140,140,140,140,140,140,140,140
3592,Tuberculosis,5,11,14,19,24,25,27,28,35,41,43,47,48,50,56,117,140
3593,Common Cold,3,5,14,24,25,31,47,48,50,51,52,53,54,55,56,88,97
3594,Pneumonia,5,14,24,25,27,28,48,50,56,58,108,140,140,140,140,140,140
3595,Dimorphic hemmorhoids(piles),38,59,60,61,62,140,140,140,140,140,140,140,140,140,140,140,140
3596,Heart attack,11,27,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140
3597,Varicose veins,14,65,66,67,68,69,118,140,140,140,140,140,140,140,140,140,140
3598,Hypothyroidism,14,15,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140
3599,Hyperthyroidism,14,18,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140
3600,Hypoglycemia,11,14,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140
3601,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
3602,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
3603,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140
3604,Acne,1,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140
3605,Urinary tract infection,12,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140
3606,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
3607,Impetigo,1,25,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140
3608,Fungal infection,0,1,2,102,140,140,140,140,140,140,140,140,140,140,140,140,140
3609,Allergy,3,4,5,103,140,140,140,140,140,140,140,140,140,140,140,140,140
3610,GERD,7,8,9,11,24,56,140,140,140,140,140,140,140,140,140,140,140
3611,Chronic cholestasis,0,11,32,34,35,39,43,140,140,140,140,140,140,140,140,140,140
3612,Drug Reaction,0,1,7,12,13,140,140,140,140,140,140,140,140,140,140,140,140
3613,Peptic ulcer diseae,11,30,35,39,92,93,140,140,140,140,140,140,140,140,140,140,140
3614,AIDS,10,22,25,75,140,140,140,140,140,140,140,140,140,140,140,140,140
3615,Diabetes ,14,19,20,21,23,49,67,74,104,105,140,140,140,140,140,140,140
3616,Gastroenteritis,11,26,29,40,140,140,140,140,140,140,140,140,140,140,140,140,140
3617,Bronchial Asthma,14,24,25,27,106,107,140,140,140,140,140,140,140,140,140,140,140
3618,Hypertension ,31,56,64,85,109,140,140,140,140,140,140,140,140,140,140,140,140
3619,Migraine,8,30,31,49,74,81,95,96,110,140,140,140,140,140,140,140,140
3620,Cervical spondylosis,37,57,63,64,85,140,140,140,140,140,140,140,140,140,140,140,140
3621,Paralysis (brain hemorrhage),11,31,87,98,140,140,140,140,140,140,140,140,140,140,140,140,140
3622,Jaundice,0,11,14,19,25,32,33,39,140,140,140,140,140,140,140,140,140
3623,Malaria,5,11,25,28,31,34,40,97,140,140,140,140,140,140,140,140,140
3624,Chicken pox,0,1,14,21,25,31,35,41,47,48,99,140,140,140,140,140,140
3625,Dengue,1,5,6,11,14,25,31,34,35,36,37,48,97,99,140,140,140
3626,Typhoid,5,11,14,25,31,34,38,39,40,94,100,140,140,140,140,140,140
3627,hepatitis A,6,11,32,33,34,35,39,40,41,43,97,140,140,140,140,140,140
3628,Hepatitis B,0,14,21,32,33,35,39,42,43,48,111,112,140,140,140,140,140
3629,Hepatitis C,14,32,34,35,43,106,140,140,140,140,140,140,140,140,140,140,140
3630,Hepatitis D,6,11,14,32,33,34,35,39,43,140,140,140,140,140,140,140,140
3631,Hepatitis E,6,11,14,25,32,33,34,35,39,43,44,113,114,140,140,140,140
3632,Alcoholic hepatitis,11,32,39,46,115,116,45,140,140,140,140,140,140,140,140,140,140
3633,Tuberculosis,5,11,14,19,24,25,27,28,35,41,43,47,48,50,56,117,140
3634,Common Cold,3,5,14,24,25,31,47,48,50,51,52,53,54,55,56,88,97
3635,Pneumonia,5,14,24,25,27,28,48,50,56,58,108,140,140,140,140,140,140
3636,Dimorphic hemmorhoids(piles),38,59,60,61,62,140,140,140,140,140,140,140,140,140,140,140,140
3637,Heart attack,11,27,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140
3638,Varicose veins,14,65,66,67,68,69,118,140,140,140,140,140,140,140,140,140,140
3639,Hypothyroidism,14,15,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140
3640,Hyperthyroidism,14,18,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140
3641,Hypoglycemia,11,14,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140
3642,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
3643,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
3644,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140
3645,Acne,1,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140
3646,Urinary tract infection,12,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140
3647,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
3648,Impetigo,1,25,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140
3649,Fungal infection,0,1,2,102,140,140,140,140,140,140,140,140,140,140,140,140,140
3650,Allergy,3,4,5,103,140,140,140,140,140,140,140,140,140,140,140,140,140
3651,GERD,7,8,9,11,24,56,140,140,140,140,140,140,140,140,140,140,140
3652,Chronic cholestasis,0,11,32,34,35,39,43,140,140,140,140,140,140,140,140,140,140
3653,Drug Reaction,0,1,7,12,13,140,140,140,140,140,140,140,140,140,140,140,140
3654,Peptic ulcer diseae,11,30,35,39,92,93,140,140,140,140,140,140,140,140,140,140,140
3655,AIDS,10,22,25,75,140,140,140,140,140,140,140,140,140,140,140,140,140
3656,Diabetes ,14,19,20,21,23,49,67,74,104,105,140,140,140,140,140,140,140
3657,Gastroenteritis,11,26,29,40,140,140,140,140,140,140,140,140,140,140,140,140,140
3658,Bronchial Asthma,14,24,25,27,106,107,140,140,140,140,140,140,140,140,140,140,140
3659,Hypertension ,31,56,64,85,109,140,140,140,140,140,140,140,140,140,140,140,140
3660,Migraine,8,30,31,49,74,81,95,96,110,140,140,140,140,140,140,140,140
3661,Cervical spondylosis,37,57,63,64,85,140,140,140,140,140,140,140,140,140,140,140,140
3662,Paralysis (brain hemorrhage),11,31,87,98,140,140,140,140,140,140,140,140,140,140,140,140,140
3663,Jaundice,0,11,14,19,25,32,33,39,140,140,140,140,140,140,140,140,140
3664,Malaria,5,11,25,28,31,34,40,97,140,140,140,140,140,140,140,140,140
3665,Chicken pox,0,1,14,21,25,31,35,41,47,48,99,140,140,140,140,140,140
3666,Dengue,1,5,6,11,14,25,31,34,35,36,37,48,97,99,140,140,140
3667,Typhoid,5,11,14,25,31,34,38,39,40,94,100,140,140,140,140,140,140
3668,hepatitis A,6,11,32,33,34,35,39,40,41,43,97,140,140,140,140,140,140
3669,Hepatitis B,0,14,21,32,33,35,39,42,43,48,111,112,140,140,140,140,140
3670,Hepatitis C,14,32,34,35,43,106,140,140,140,140,140,140,140,140,140,140,140
3671,Hepatitis D,6,11,14,32,33,34,35,39,43,140,140,140,140,140,140,140,140
3672,Hepatitis E,6,11,14,25,32,33,34,35,39,43,44,113,114,140,140,140,140
3673,Alcoholic hepatitis,11,32,39,46,115,116,45,140,140,140,140,140,140,140,140,140,140
3674,Tuberculosis,5,11,14,19,24,25,27,28,35,41,43,47,48,50,56,117,140
3675,Common Cold,3,5,14,24,25,31,47,48,50,51,52,53,54,55,56,88,97
3676,Pneumonia,5,14,24,25,27,28,48,50,56,58,108,140,140,140,140,140,140
3677,Dimorphic hemmorhoids(piles),38,59,60,61,62,140,140,140,140,140,140,140,140,140,140,140,140
3678,Heart attack,11,27,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140
3679,Varicose veins,14,65,66,67,68,69,118,140,140,140,140,140,140,140,140,140,140
3680,Hypothyroidism,14,15,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140
3681,Hyperthyroidism,14,18,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140
3682,Hypoglycemia,11,14,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140
3683,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
3684,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
3685,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140
3686,Acne,1,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140
3687,Urinary tract infection,12,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140
3688,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
3689,Impetigo,1,25,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140
3690,Fungal infection,0,1,2,102,140,140,140,140,140,140,140,140,140,140,140,140,140
3691,Allergy,3,4,5,103,140,140,140,140,140,140,140,140,140,140,140,140,140
3692,GERD,7,8,9,11,24,56,140,140,140,140,140,140,140,140,140,140,140
3693,Chronic cholestasis,0,11,32,34,35,39,43,140,140,140,140,140,140,140,140,140,140
3694,Drug Reaction,0,1,7,12,13,140,140,140,140,140,140,140,140,140,140,140,140
3695,Peptic ulcer diseae,11,30,35,39,92,93,140,140,140,140,140,140,140,140,140,140,140
3696,AIDS,10,22,25,75,140,140,140,140,140,140,140,140,140,140,140,140,140
3697,Diabetes ,14,19,20,21,23,49,67,74,104,105,140,140,140,140,140,140,140
3698,Gastroenteritis,11,26,29,40,140,140,140,140,140,140,140,140,140,140,140,140,140
3699,Bronchial Asthma,14,24,25,27,106,107,140,140,140,140,140,140,140,140,140,140,140
3700,Hypertension ,31,56,64,85,109,140,140,140,140,140,140,140,140,140,140,140,140
3701,Migraine,8,30,31,49,74,81,95,96,110,140,140,140,140,140,140,140,140
3702,Cervical spondylosis,37,57,63,64,85,140,140,140,140,140,140,140,140,140,140,140,140
3703,Paralysis (brain hemorrhage),11,31,87,98,140,140,140,140,140,140,140,140,140,140,140,140,140
3704,Jaundice,0,11,14,19,25,32,33,39,140,140,140,140,140,140,140,140,140
3705,Malaria,5,11,25,28,31,34,40,97,140,140,140,140,140,140,140,140,140
3706,Chicken pox,0,1,14,21,25,31,35,41,47,48,99,140,140,140,140,140,140
3707,Dengue,1,5,6,11,14,25,31,34,35,36,37,48,97,99,140,140,140
3708,Typhoid,5,11,14,25,31,34,38,39,40,94,100,140,140,140,140,140,140
3709,hepatitis A,6,11,32,33,34,35,39,40,41,43,97,140,140,140,140,140,140
3710,Hepatitis B,0,14,21,32,33,35,39,42,43,48,111,112,140,140,140,140,140
3711,Hepatitis C,14,32,34,35,43,106,140,140,140,140,140,140,140,140,140,140,140
3712,Hepatitis D,6,11,14,32,33,34,35,39,43,140,140,140,140,140,140,140,140
3713,Hepatitis E,6,11,14,25,32,33,34,35,39,43,44,113,114,140,140,140,140
3714,Alcoholic hepatitis,11,32,39,46,115,116,45,140,140,140,140,140,140,140,140,140,140
3715,Tuberculosis,5,11,14,19,24,25,27,28,35,41,43,47,48,50,56,117,140
3716,Common Cold,3,5,14,24,25,31,47,48,50,51,52,53,54,55,56,88,97
3717,Pneumonia,5,14,24,25,27,28,48,50,56,58,108,140,140,140,140,140,140
3718,Dimorphic hemmorhoids(piles),38,59,60,61,62,140,140,140,140,140,140,140,140,140,140,140,140
3719,Heart attack,11,27,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140
3720,Varicose veins,14,65,66,67,68,69,118,140,140,140,140,140,140,140,140,140,140
3721,Hypothyroidism,14,15,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140
3722,Hyperthyroidism,14,18,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140
3723,Hypoglycemia,11,14,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140
3724,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
3725,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
3726,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140
3727,Acne,1,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140
3728,Urinary tract infection,12,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140
3729,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
3730,Impetigo,1,25,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140
3731,Fungal infection,0,1,2,102,140,140,140,140,140,140,140,140,140,140,140,140,140
3732,Allergy,3,4,5,103,140,140,140,140,140,140,140,140,140,140,140,140,140
3733,GERD,7,8,9,11,24,56,140,140,140,140,140,140,140,140,140,140,140
3734,Chronic cholestasis,0,11,32,34,35,39,43,140,140,140,140,140,140,140,140,140,140
3735,Drug Reaction,0,1,7,12,13,140,140,140,140,140,140,140,140,140,140,140,140
3736,Peptic ulcer diseae,11,30,35,39,92,93,140,140,140,140,140,140,140,140,140,140,140
3737,AIDS,10,22,25,75,140,140,140,140,140,140,140,140,140,140,140,140,140
3738,Diabetes ,14,19,20,21,23,49,67,74,104,105,140,140,140,140,140,140,140
3739,Gastroenteritis,11,26,29,40,140,140,140,140,140,140,140,140,140,140,140,140,140
3740,Bronchial Asthma,14,24,25,27,106,107,140,140,140,140,140,140,140,140,140,140,140
3741,Hypertension ,31,56,64,85,109,140,140,140,140,140,140,140,140,140,140,140,140
3742,Migraine,8,30,31,49,74,81,95,96,110,140,140,140,140,140,140,140,140
3743,Cervical spondylosis,37,57,63,64,85,140,140,140,140,140,140,140,140,140,140,140,140
3744,Paralysis (brain hemorrhage),11,31,87,98,140,140,140,140,140,140,140,140,140,140,140,140,140
3745,Jaundice,0,11,14,19,25,32,33,39,140,140,140,140,140,140,140,140,140
3746,Malaria,5,11,25,28,31,34,40,97,140,140,140,140,140,140,140,140,140
3747,Chicken pox,0,1,14,21,25,31,35,41,47,48,99,140,140,140,140,140,140
3748,Dengue,1,5,6,11,14,25,31,34,35,36,37,48,97,99,140,140,140
3749,Typhoid,5,11,14,25,31,34,38,39,40,94,100,140,140,140,140,140,140
3750,hepatitis A,6,11,32,33,34,35,39,40,41,43,97,140,140,140,140,140,140
3751,Hepatitis B,0,14,21,32,33,35,39,42,43,48,111,112,140,140,140,140,140
3752,Hepatitis C,14,32,34,35,43,106,140,140,140,140,140,140,140,140,140,140,140
3753,Hepatitis D,6,11,14,32,33,34,35,39,43,140,140,140,140,140,140,140,140
3754,Hepatitis E,6,11,14,25,32,33,34,35,39,43,44,113,114,140,140,140,140
3755,Alcoholic hepatitis,11,32,39,46,115,116,45,140,140,140,140,140,140,140,140,140,140
3756,Tuberculosis,5,11,14,19,24,25,27,28,35,41,43,47,48,50,56,117,140
3757,Common Cold,3,5,14,24,25,31,47,48,50,51,52,53,54,55,56,88,97
3758,Pneumonia,5,14,24,25,27,28,48,50,56,58,108,140,140,140,140,140,140
3759,Dimorphic hemmorhoids(piles),38,59,60,61,62,140,140,140,140,140,140,140,140,140,140,140,140
3760,Heart attack,11,27,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140
3761,Varicose veins,14,65,66,67,68,69,118,140,140,140,140,140,140,140,140,140,140
3762,Hypothyroidism,14,15,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140
3763,Hyperthyroidism,14,18,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140
3764,Hypoglycemia,11,14,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140
3765,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
3766,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
3767,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140
3768,Acne,1,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140
3769,Urinary tract infection,12,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140
3770,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
3771,Impetigo,1,25,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140
3772,Fungal infection,0,1,2,102,140,140,140,140,140,140,140,140,140,140,140,140,140
3773,Allergy,3,4,5,103,140,140,140,140,140,140,140,140,140,140,140,140,140
3774,GERD,7,8,9,11,24,56,140,140,140,140,140,140,140,140,140,140,140
3775,Chronic cholestasis,0,11,32,34,35,39,43,140,140,140,140,140,140,140,140,140,140
3776,Drug Reaction,0,1,7,12,13,140,140,140,140,140,140,140,140,140,140,140,140
3777,Peptic ulcer diseae,11,30,35,39,92,93,140,140,140,140,140,140,140,140,140,140,140
3778,AIDS,10,22,25,75,140,140,140,140,140,140,140,140,140,140,140,140,140
3779,Diabetes ,14,19,20,21,23,49,67,74,104,105,140,140,140,140,140,140,140
3780,Gastroenteritis,11,26,29,40,140,140,140,140,140,140,140,140,140,140,140,140,140
3781,Bronchial Asthma,14,24,25,27,106,107,140,140,140,140,140,140,140,140,140,140,140
3782,Hypertension ,31,56,64,85,109,140,140,140,140,140,140,140,140,140,140,140,140
3783,Migraine,8,30,31,49,74,81,95,96,110,140,140,140,140,140,140,140,140
3784,Cervical spondylosis,37,57,63,64,85,140,140,140,140,140,140,140,140,140,140,140,140
3785,Paralysis (brain hemorrhage),11,31,87,98,140,140,140,140,140,140,140,140,140,140,140,140,140
3786,Jaundice,0,11,14,19,25,32,33,39,140,140,140,140,140,140,140,140,140
3787,Malaria,5,11,25,28,31,34,40,97,140,140,140,140,140,140,140,140,140
3788,Chicken pox,0,1,14,21,25,31,35,41,47,48,99,140,140,140,140,140,140
3789,Dengue,1,5,6,11,14,25,31,34,35,36,37,48,97,99,140,140,140
3790,Typhoid,5,11,14,25,31,34,38,39,40,94,100,140,140,140,140,140,140
3791,hepatitis A,6,11,32,33,34,35,39,40,41,43,97,140,140,140,140,140,140
3792,Hepatitis B,0,14,21,32,33,35,39,42,43,48,111,112,140,140,140,140,140
3793,Hepatitis C,14,32,34,35,43,106,140,140,140,140,140,140,140,140,140,140,140
3794,Hepatitis D,6,11,14,32,33,34,35,39,43,140,140,140,140,140,140,140,140
3795,Hepatitis E,6,11,14,25,32,33,34,35,39,43,44,113,114,140,140,140,140
3796,Alcoholic hepatitis,11,32,39,46,115,116,45,140,140,140,140,140,140,140,140,140,140
3797,Tuberculosis,5,11,14,19,24,25,27,28,35,41,43,47,48,50,56,117,140
3798,Common Cold,3,5,14,24,25,31,47,48,50,51,52,53,54,55,56,88,97
3799,Pneumonia,5,14,24,25,27,28,48,50,56,58,108,140,140,140,140,140,140
3800,Dimorphic hemmorhoids(piles),38,59,60,61,62,140,140,140,140,140,140,140,140,140,140,140,140
3801,Heart attack,11,27,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140
3802,Varicose veins,14,65,66,67,68,69,118,140,140,140,140,140,140,140,140,140,140
3803,Hypothyroidism,14,15,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140
3804,Hyperthyroidism,14,18,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140
3805,Hypoglycemia,11,14,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140
3806,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
3807,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
3808,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140
3809,Acne,1,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140
3810,Urinary tract infection,12,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140
3811,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
3812,Impetigo,1,25,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140
3813,Fungal infection,0,1,2,102,140,140,140,140,140,140,140,140,140,140,140,140,140
3814,Allergy,3,4,5,103,140,140,140,140,140,140,140,140,140,140,140,140,140
3815,GERD,7,8,9,11,24,56,140,140,140,140,140,140,140,140,140,140,140
3816,Chronic cholestasis,0,11,32,34,35,39,43,140,140,140,140,140,140,140,140,140,140
3817,Drug Reaction,0,1,7,12,13,140,140,140,140,140,140,140,140,140,140,140,140
3818,Peptic ulcer diseae,11,30,35,39,92,93,140,140,140,140,140,140,140,140,140,140,140
3819,AIDS,10,22,25,75,140,140,140,140,140,140,140,140,140,140,140,140,140
3820,Diabetes ,14,19,20,21,23,49,67,74,104,105,140,140,140,140,140,140,140
